Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,Customer_Engagement,Average_Call_Duration,Revenue_Per_Month
0,0,36,0,12868,153,0,27,3,1,1,30,520.84,0,180,83.55844155844156,14.076756756756758
0,0,36,0,3610,67,0,8,3,1,1,30,147.08,0,75,53.088235294117645,3.9751351351351354
0,0,36,0,5013,79,0,13,2,1,1,25,229.14,0,92,62.6625,6.192972972972973
0,0,36,0,1333,38,0,4,3,1,2,30,54.84,0,42,34.17948717948718,1.4821621621621623
16,0,36,0,14235,209,26,15,3,1,1,30,681.76,0,250,67.78571428571429,18.425945945945944
0,0,36,0,2190,11,455,5,3,1,1,30,1908.04,0,471,182.5,51.56864864864865
0,0,35,0,14580,166,122,13,2,1,1,25,1212.57,0,301,87.30538922155688,33.6825
0,0,35,0,5595,70,158,9,3,1,1,30,858.6,0,237,78.80281690140845,23.85
0,0,35,0,6603,111,356,26,2,1,1,25,1904.13,0,493,58.955357142857146,52.892500000000005
0,0,35,0,10560,138,0,30,3,1,1,30,427.92,0,168,75.97122302158273,11.886666666666667
0,0,35,0,5813,59,80,20,2,1,1,25,624.24,0,159,96.88333333333334,17.34
7,0,31,0,50,2,0,1,2,1,2,25,2.34,1,3,16.666666666666668,0.073125
12,0,34,5,9530,77,0,25,4,1,1,45,240.175,0,102,122.17948717948718,6.8621428571428575
4,0,34,0,4913,82,0,7,2,1,1,25,224.775,1,89,59.19277108433735,6.422142857142857
0,0,32,0,1935,6,0,2,3,1,1,30,77.64,0,8,276.42857142857144,2.3527272727272726
0,0,33,0,2085,25,0,9,2,1,2,25,94.95,1,34,80.1923076923077,2.7926470588235297
0,1,34,0,1363,28,6,14,3,1,2,30,79.64,1,48,47.0,2.2754285714285714
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1,0,0.0,0.0
0,0,34,0,0,0,0,0,3,1,1,30,0.0,0,0,0.0,0.0
0,0,31,0,5880,81,0,5,4,1,1,45,149.025,0,86,71.70731707317073,4.65703125
0,1,34,0,0,0,0,0,4,1,2,45,0.0,1,0,0.0,0.0
0,0,34,0,0,0,0,0,4,1,1,45,0.0,0,0,0.0,0.0
16,0,29,0,15170,222,0,63,2,1,1,25,692.64,0,285,68.02690582959642,23.088
0,0,32,0,6060,100,243,16,2,2,1,25,1370.7,0,359,60.0,41.53636363636364
0,0,34,0,2813,66,0,11,2,1,1,25,129.555,0,77,41.985074626865675,3.701571428571429
0,0,33,0,760,28,10,3,3,1,2,30,71.52,0,41,26.20689655172414,2.103529411764706
0,0,34,0,1875,37,147,6,2,1,1,25,747.54,0,190,49.3421052631579,21.358285714285714
0,0,25,0,1903,20,165,8,2,2,1,25,829.035,0,193,90.61904761904762,31.885961538461537
0,0,24,0,663,23,2,51,4,1,1,45,22.15,0,76,27.625,0.8859999999999999
0,0,25,0,0,0,0,0,2,1,2,25,0.0,0,0,0.0,0.0
0,0,24,0,0,0,0,0,4,1,2,45,0.0,0,0,0.0,0.0
0,0,23,0,0,0,0,0,2,1,1,25,0.0,0,0,0.0,0.0
0,0,23,0,2320,45,0,6,3,1,1,30,94.6,0,51,50.43478260869565,3.9416666666666664
0,0,16,0,0,0,0,0,2,1,1,25,0.0,0,0,0.0,0.0
7,0,15,0,5488,125,57,25,1,2,1,15,622.215,0,207,43.55555555555556,38.8884375
3,0,13,0,8028,155,45,23,4,1,1,45,317.075,0,223,51.46153846153846,22.648214285714285
0,0,14,0,1948,29,3,2,3,1,1,30,91.08,0,34,64.93333333333334,6.072
0,0,7,0,3485,24,187,21,3,1,1,30,888.36,0,232,139.4,111.045
0,0,7,0,0,0,0,0,2,1,1,25,0.0,1,0,0.0,0.0
3,0,37,0,4180,71,30,19,3,1,1,30,290.04,0,120,58.05555555555556,7.632631578947369
0,0,38,0,128,5,32,6,3,1,2,30,133.32,0,43,21.333333333333332,3.418461538461538
5,0,36,0,2263,60,384,26,3,1,1,30,1628.92,0,470,37.09836065573771,44.02486486486487
5,0,37,0,4008,66,26,37,1,1,1,15,367.07,0,129,59.82089552238806,9.659736842105263
0,0,37,0,2203,58,27,35,2,1,1,25,223.245,0,120,37.33898305084746,5.874868421052632
6,0,37,1,3585,82,57,30,3,1,1,30,374.68,0,169,43.19277108433735,9.86
0,0,37,0,2170,39,310,20,3,1,1,30,1328.36,0,369,54.25,34.956842105263156
8,0,36,2,8925,121,169,45,3,1,1,30,1037.84,0,335,73.15573770491804,28.049729729729727
2,0,37,0,13583,169,25,46,3,1,1,30,650.08,0,240,79.9,17.107368421052634
2,0,37,1,4325,83,27,27,3,1,1,30,284.32,0,137,51.48809523809524,7.482105263157894
1,0,37,0,5728,95,32,14,3,1,1,30,360.92,0,141,59.666666666666664,9.497894736842106
4,0,37,0,2048,54,33,19,3,1,2,30,216.08,0,106,37.236363636363635,5.686315789473684
20,0,37,3,14950,225,79,34,3,1,1,30,923.0,0,338,66.15044247787611,24.289473684210527
0,0,37,1,2905,27,508,10,3,1,1,30,2149.28,0,545,103.75,56.56
4,0,36,0,15295,182,175,32,2,1,1,25,1483.965,0,389,83.5792349726776,40.10716216216216
0,0,36,1,6310,86,211,28,3,1,1,30,1099.84,0,325,72.52873563218391,29.725405405405404
0,0,36,0,685,14,25,13,2,1,2,25,143.955,0,52,45.666666666666664,3.890675675675676
0,0,37,0,520,14,38,10,3,1,2,30,173.36,0,62,34.666666666666664,4.562105263157895
0,0,36,0,0,0,25,0,2,1,2,25,112.5,1,25,0.0,3.0405405405405403
0,0,36,0,7318,127,409,45,3,1,1,30,1933.8,0,581,57.171875,52.26486486486486
2,0,36,1,11275,154,36,49,4,1,1,45,375.725,0,239,72.74193548387096,10.15472972972973
3,0,36,1,6528,75,133,39,2,1,1,25,895.635,0,247,85.89473684210526,24.20635135135135
18,0,32,0,765,47,41,19,3,1,2,30,196.48,1,107,15.9375,5.953939393939393
16,0,35,8,10245,93,26,44,5,2,1,55,194.07,0,163,108.98936170212765,5.390833333333333
8,1,35,1,5628,98,51,26,2,1,1,25,487.17,1,175,56.84848484848485,13.5325
0,0,33,0,2650,22,25,16,3,1,1,30,206.88,0,63,115.21739130434783,6.084705882352941
4,1,34,0,2800,41,34,18,3,1,2,30,249.64,1,93,66.66666666666667,7.132571428571429
4,0,35,0,2078,44,59,33,3,1,2,30,320.88,1,136,46.17777777777778,8.913333333333334
0,0,35,0,0,0,25,0,3,1,2,30,100.0,1,25,0.0,2.7777777777777777
0,0,35,0,1478,25,25,8,4,1,1,45,100.075,0,58,56.84615384615385,2.7798611111111113
0,0,32,1,6595,97,39,24,5,1,1,55,158.88,0,160,67.29591836734694,4.8145454545454545
0,0,35,0,438,7,34,6,4,1,2,45,96.125,1,47,54.75,2.670138888888889
0,0,35,1,148,4,29,4,5,1,1,55,45.78,0,37,29.6,1.2716666666666667
20,0,30,3,15885,238,25,82,2,1,1,25,838.035,0,345,66.46443514644352,27.03338709677419
1,0,33,3,6775,116,296,35,2,2,1,25,1642.095,0,447,57.9059829059829,48.29691176470588
0,0,35,0,3528,82,27,30,3,1,1,30,252.4,0,139,42.506024096385545,7.011111111111111
0,0,34,0,1475,44,63,22,3,1,2,30,312.76,0,129,32.77777777777778,8.936
1,0,35,0,2590,53,200,25,2,1,1,25,1018.935,0,278,47.96296296296296,28.303749999999997
0,0,26,1,1125,36,218,13,2,2,1,25,1033.245,0,267,30.405405405405407,38.26833333333333
0,0,25,0,1378,39,55,70,4,1,1,45,172.925,0,164,34.45,6.650961538461539
6,0,26,0,510,25,35,9,3,1,2,30,161.4,0,69,19.615384615384617,5.977777777777778
0,0,25,0,635,10,46,5,4,1,2,45,131.125,0,61,57.72727272727273,5.043269230769231
5,0,24,0,1035,32,44,15,2,1,1,25,246.015,0,91,31.363636363636363,9.8406
0,0,24,0,3035,61,33,25,3,1,1,30,255.84,0,119,48.95161290322581,10.233600000000001
0,0,17,0,1505,26,53,16,2,1,1,25,307.395,0,95,55.74074074074074,17.0775
11,0,16,1,6203,141,110,44,2,2,1,25,780.48,0,295,43.683098591549296,45.91058823529412
7,0,14,0,8743,171,98,42,5,1,1,55,280.71,0,311,50.83139534883721,18.714
3,0,15,3,2663,45,56,21,3,1,1,30,332.32,0,122,57.891304347826086,20.77
0,0,8,1,4200,40,240,12,3,1,1,30,1129.6,0,292,102.4390243902439,125.5111111111111
0,1,8,1,1298,19,25,9,3,1,1,30,152.68,1,53,64.9,16.964444444444446
3,0,35,0,3950,59,0,11,2,1,1,25,180.405,0,70,65.83333333333333,5.01125
5,0,34,0,2033,48,320,18,2,1,1,25,1533.645,0,386,41.48979591836735,43.81842857142857
5,0,35,0,3778,54,0,29,1,1,1,15,210.76,0,83,68.69090909090909,5.854444444444444
0,0,35,0,1973,46,0,27,1,1,1,15,111.045,0,73,41.97872340425532,3.0845833333333332
6,0,35,0,3355,70,0,22,2,1,1,25,154.125,0,92,47.25352112676056,4.28125
0,0,35,0,1940,27,246,12,3,1,1,30,1062.68,0,285,69.28571428571429,29.518888888888892
8,0,34,0,8695,109,105,37,3,1,1,30,772.16,0,251,79.04545454545455,22.061714285714285
2,0,35,0,13353,157,0,38,3,1,1,30,540.4,0,195,84.5126582278481,15.011111111111111
2,0,35,0,4095,71,0,19,3,1,1,30,166.64,0,90,56.875,4.628888888888889
1,0,35,0,5498,83,0,6,2,1,1,25,251.145,0,89,65.45238095238095,6.97625
4,0,35,0,1818,42,0,11,3,1,2,30,74.4,0,53,42.27906976744186,2.066666666666667
20,0,35,1,14720,213,15,26,2,1,1,25,739.485,0,254,68.78504672897196,20.54125
0,0,35,0,2675,15,444,2,3,1,1,30,1883.6,0,461,167.1875,52.32222222222222
4,0,34,0,15065,170,111,24,2,1,1,25,1185.075,0,305,88.09941520467837,33.85928571428572
0,0,34,0,6080,74,147,20,3,1,1,30,834.16,0,241,81.06666666666666,23.833142857142857
0,0,34,0,455,2,0,5,2,1,2,25,20.565,0,7,151.66666666666666,0.5875714285714286
0,0,35,0,290,2,0,2,2,1,2,25,13.14,0,4,96.66666666666667,0.365
0,0,34,0,7088,115,345,37,2,1,1,25,1876.635,0,497,61.10344827586207,53.61814285714286
2,0,34,0,11045,142,0,41,3,1,1,30,447.48,0,183,77.23776223776224,12.785142857142858
3,0,34,0,6298,63,69,31,2,1,1,25,596.745,0,163,98.40625,17.049857142857142
18,0,30,0,535,35,0,11,2,1,2,25,25.65,1,46,14.86111111111111,0.8274193548387097
16,0,33,6,10015,81,0,36,4,1,1,45,252.4,0,117,122.13414634146342,7.423529411764706
8,0,33,0,5398,86,0,18,2,1,1,25,246.78,1,104,62.04597701149425,7.258235294117647
0,0,31,0,2420,10,0,8,3,1,1,30,97.2,0,18,220.0,3.0375
4,1,32,0,2570,29,0,10,2,1,2,25,116.955,1,39,85.66666666666667,3.544090909090909
4,0,33,0,1848,32,0,25,3,1,2,30,75.2,1,57,56.0,2.211764705882353
0,0,33,0,1248,13,0,3,3,1,1,30,50.44,0,16,89.14285714285714,1.4835294117647058
0,0,30,0,6365,85,0,16,4,1,1,45,161.25,0,101,74.01162790697674,5.201612903225806
0,0,33,0,0,0,0,0,4,1,1,45,0.0,0,0,0.0,0.0
20,0,28,1,15655,226,0,74,2,1,1,25,714.645,0,300,68.9647577092511,24.642931034482757
1,0,31,1,6545,104,232,27,2,2,1,25,1343.205,0,363,62.333333333333336,41.97515625
0,0,33,0,3298,70,0,22,2,1,1,25,151.56,0,92,46.45070422535211,4.45764705882353
0,0,32,0,1245,32,0,14,3,1,2,30,51.08,0,46,37.72727272727273,1.5478787878787879
1,0,33,0,2360,41,136,17,2,1,1,25,720.045,0,194,56.19047619047619,21.177794117647057
0,0,24,0,895,24,154,5,2,2,1,25,734.355,0,183,35.8,29.374200000000002
0,0,23,0,1148,27,0,62,4,1,1,45,29.375,0,89,41.0,1.2239583333333333
6,0,24,0,280,13,0,1,2,1,2,25,13.185,0,14,20.0,0.5274
0,0,23,0,0,0,0,0,4,1,2,45,0.0,0,0,0.0,0.0
5,0,22,0,805,20,0,7,1,1,1,15,45.375,0,27,38.333333333333336,1.9728260869565217
0,0,22,0,2805,49,0,17,3,1,1,30,114.16,0,66,56.1,4.963478260869565
0,0,15,0,1275,14,0,8,2,1,1,25,58.005,0,22,85.0,3.6253125
11,0,14,0,5973,129,46,36,1,2,1,15,588.61,0,211,45.94615384615385,39.24066666666667
7,0,12,0,8513,159,34,34,4,1,1,45,301.8,0,227,53.20625,23.215384615384615
3,0,13,1,2433,33,0,13,3,1,1,30,98.64,0,46,71.55882352941177,7.045714285714285
0,0,6,0,3970,28,176,4,2,1,1,25,971.91,0,208,136.89655172413794,138.84428571428572
0,1,6,0,1068,7,0,1,2,1,1,25,48.375,1,8,133.5,6.910714285714286
5,0,36,0,4255,66,7,18,2,1,1,25,225.945,0,91,63.507462686567166,6.106621621621621
0,0,37,0,0,0,9,0,2,1,2,25,40.5,0,9,0.0,1.0657894736842106
7,0,35,0,2338,55,361,25,2,1,1,25,1732.185,0,441,41.75,48.11625
7,0,36,0,4083,61,3,36,1,1,1,15,244.42,0,100,65.85483870967742,6.605945945945946
0,0,36,0,2278,53,4,34,1,1,1,15,150.205,0,91,42.18518518518518,4.059594594594595
8,0,36,0,3660,77,34,29,2,1,1,25,321.165,0,140,46.92307692307692,8.680135135135135
1,0,36,0,2245,34,287,19,3,1,1,30,1239.16,0,340,64.14285714285714,33.490810810810814
10,0,35,1,9000,116,146,44,3,1,1,30,948.64,0,306,76.92307692307692,26.35111111111111
4,0,36,0,13658,164,2,45,3,1,1,30,560.88,0,211,82.77575757575758,15.15891891891892
4,0,36,0,4400,78,4,26,3,1,1,30,195.12,0,108,55.69620253164557,5.273513513513514
3,0,36,0,5803,90,9,13,2,1,1,25,305.685,0,112,63.76923076923077,8.261756756756757
6,1,36,0,2123,49,10,18,3,1,2,30,126.88,0,77,42.46,3.4291891891891892
22,0,36,2,15025,220,56,33,3,1,1,30,833.8,0,309,67.98642533936652,22.535135135135135
1,0,36,0,2980,22,485,9,3,1,1,30,2060.08,0,516,129.56521739130434,55.677837837837835
6,0,35,0,15370,177,152,31,2,1,1,25,1383.615,0,360,86.34831460674157,38.43375
0,0,35,0,6385,81,188,27,3,1,1,30,1010.64,0,296,77.86585365853658,28.073333333333334
0,0,35,0,760,9,2,12,2,1,2,25,43.605,0,23,76.0,1.21125
0,0,36,0,595,9,15,9,2,1,2,25,94.68,0,33,59.5,2.558918918918919
0,0,35,0,0,0,2,0,2,1,2,25,9.0,1,2,0.0,0.25
0,0,35,0,7393,122,386,44,2,1,1,25,2075.175,0,552,60.10569105691057,57.643750000000004
4,0,35,0,11350,149,13,48,3,1,1,30,511.96,0,210,75.66666666666667,14.22111111111111
5,0,35,0,6603,70,110,38,2,1,1,25,795.285,0,218,93.0,22.09125
20,0,31,0,840,42,18,18,2,1,2,25,120.69,1,78,19.53488372093023,3.7715625
18,0,34,7,10320,88,3,43,4,1,1,45,267.7,0,134,115.95505617977528,7.648571428571429
10,0,34,0,5703,93,28,25,2,1,1,25,386.82,1,146,60.670212765957444,11.052
0,0,32,0,2725,17,2,15,3,1,1,30,117.68,0,34,151.38888888888889,3.5660606060606064
6,0,33,0,2875,36,11,17,2,1,2,25,180.495,1,64,77.70270270270271,5.308676470588235
6,1,34,0,2153,39,36,32,3,1,2,30,231.68,1,107,53.825,6.619428571428571
0,0,34,0,0,0,2,0,3,1,2,30,8.0,1,2,0.0,0.22857142857142856
0,0,34,0,1553,20,2,7,3,1,1,30,70.92,0,29,73.95238095238095,2.0262857142857142
0,0,31,0,6670,92,16,23,4,1,1,45,209.05,0,131,71.72043010752688,6.5328125
0,0,34,0,513,2,11,5,4,1,2,45,40.375,1,18,171.0,1.1535714285714285
0,0,34,0,0,0,6,0,5,1,1,55,9.0,0,6,0.0,0.2571428571428571
22,0,29,2,15960,233,2,81,2,1,1,25,737.685,0,316,68.2051282051282,24.589499999999997
3,0,32,2,6850,111,273,34,2,2,1,25,1541.745,0,418,61.160714285714285,46.719545454545454
0,0,34,0,3603,77,4,29,2,1,1,25,183.6,0,110,46.19230769230769,5.2457142857142856
0,0,33,0,1550,39,40,21,3,1,2,30,223.56,0,100,38.75,6.575294117647059
3,0,34,0,2665,48,177,24,2,1,1,25,918.585,0,249,54.38775510204081,26.245285714285714
1,0,25,0,1200,31,195,12,2,2,1,25,932.895,0,238,37.5,35.88057692307692
1,0,24,0,1453,34,32,69,4,1,1,45,117.175,0,135,41.51428571428571,4.687
8,0,25,0,585,20,12,8,2,1,2,25,81.225,0,40,27.857142857142858,3.1240384615384613
0,0,24,0,710,5,23,4,4,1,2,45,75.375,0,32,118.33333333333333,3.015
7,0,23,0,1110,27,21,14,2,1,1,25,145.665,0,62,39.642857142857146,6.069375
0,0,23,0,3110,56,10,24,3,1,1,30,166.64,0,90,54.56140350877193,6.9433333333333325
0,0,16,0,1580,21,30,15,2,1,1,25,207.045,0,66,71.81818181818181,12.179117647058822
13,0,15,0,6277,136,87,43,1,2,1,15,831.215,0,266,45.81751824817518,51.9509375
9,0,13,0,8817,166,75,41,4,1,1,45,412.075,0,282,52.796407185628745,29.43392857142857
5,0,14,2,2737,40,33,20,3,1,1,30,243.08,0,93,66.7560975609756,16.205333333333336
0,0,7,0,4275,35,217,11,3,1,1,30,1040.4,0,263,118.75,130.05
0,1,7,0,1372,14,2,8,2,1,1,25,71.37,1,24,91.46666666666667,8.92125
1,0,36,0,3875,64,0,12,2,1,1,25,177.255,0,76,59.61538461538461,4.790675675675676
3,0,35,0,1958,53,343,19,2,1,1,25,1633.995,0,415,36.25925925925926,45.388749999999995
3,0,36,0,3703,59,0,30,2,1,1,25,169.29,0,89,61.71666666666667,4.575405405405405
0,0,36,0,1898,51,0,28,1,1,1,15,107.195,0,79,36.5,2.897162162162162
4,0,36,0,3280,75,16,23,2,1,1,25,222.975,0,114,43.1578947368421,6.026351351351352
0,0,36,0,1865,32,269,13,3,1,1,30,1151.88,0,314,56.515151515151516,31.131891891891893
6,0,35,1,8620,114,128,38,3,1,1,30,861.36,0,280,74.95652173913044,23.926666666666666
0,0,36,0,13278,162,0,39,3,1,1,30,537.6,0,201,81.4601226993865,14.52972972972973
0,0,36,0,4020,76,0,20,3,1,1,30,163.84,0,96,52.20779220779221,4.428108108108108
0,0,36,0,5423,88,0,7,2,1,1,25,247.995,0,95,60.93258426966292,6.702567567567567
2,0,36,0,1743,47,0,12,3,1,2,30,71.6,0,59,36.3125,1.935135135135135
18,0,36,2,14645,218,38,27,3,1,1,30,746.52,0,283,66.87214611872146,20.176216216216215
0,0,36,0,2600,20,467,3,3,1,1,30,1972.8,0,490,123.80952380952381,53.31891891891892
2,0,35,0,14990,175,134,25,2,1,1,25,1285.425,0,334,85.17045454545455,35.70625
0,0,35,0,6005,79,170,21,3,1,1,30,923.36,0,270,75.0625,25.64888888888889
0,0,35,0,380,7,0,6,2,1,2,25,17.415,0,13,47.5,0.48374999999999996
0,0,36,0,215,7,0,3,2,1,2,25,9.99,0,10,26.875,0.27
0,0,35,0,7013,120,368,38,2,1,1,25,1976.985,0,526,57.95867768595041,54.91625
0,0,35,0,10970,147,0,42,3,1,1,30,444.68,0,189,74.12162162162163,12.352222222222222
1,0,35,0,6223,68,92,32,2,1,1,25,697.095,0,192,90.18840579710145,19.36375
16,1,31,0,460,40,0,12,2,1,2,25,22.5,1,52,11.21951219512195,0.703125
14,0,34,7,9940,86,0,37,4,1,1,45,250.65,0,123,114.25287356321839,7.161428571428572
6,0,34,0,5323,91,10,19,2,1,1,25,288.63,1,120,57.858695652173914,8.246571428571428
0,0,32,0,2345,15,0,9,3,1,1,30,94.4,0,24,146.5625,2.860606060606061
2,1,33,0,2495,34,0,11,2,1,2,25,113.805,1,45,71.28571428571429,3.3472058823529416
2,0,34,0,1773,37,18,26,3,1,2,30,144.4,1,81,46.6578947368421,4.1257142857142854
0,0,34,0,0,0,0,0,3,1,2,30,0.0,1,0,0.0,0.0
0,0,34,0,1173,18,0,1,3,1,1,30,47.64,0,19,61.73684210526316,1.3611428571428572
0,0,31,0,6290,90,0,17,4,1,1,45,159.5,0,107,69.12087912087912,4.984375
0,0,34,0,0,0,0,0,4,1,2,45,0.0,1,0,0.0,0.0
18,0,29,2,15580,231,0,75,2,1,1,25,711.495,0,306,67.15517241379311,23.7165
0,0,32,2,6470,109,255,28,2,2,1,25,1443.555,0,392,58.81818181818182,43.744090909090914
0,0,34,0,3223,75,0,23,2,1,1,25,148.41,0,98,42.4078947368421,4.240285714285714
0,0,33,0,1170,37,22,15,3,1,2,30,136.28,0,74,30.789473684210527,4.008235294117647
0,0,34,0,2285,46,159,18,2,1,1,25,820.395,0,223,48.61702127659574,23.439857142857143
0,0,25,0,820,29,177,6,2,2,1,25,834.705,0,212,27.333333333333332,32.104038461538465
0,0,24,0,1073,32,14,63,4,1,1,45,62.625,0,109,32.515151515151516,2.505
4,0,25,0,205,18,0,2,2,1,2,25,10.035,0,20,10.789473684210526,0.38596153846153847
0,0,24,0,0,0,5,0,4,1,2,45,12.5,0,5,0.0,0.5
3,0,23,0,730,25,3,8,2,1,1,25,47.475,0,36,28.076923076923077,1.9781250000000001
0,0,23,0,2730,54,0,18,3,1,1,30,111.36,0,72,49.63636363636363,4.64
0,0,16,0,1200,19,12,9,2,1,1,25,108.855,0,40,60.0,6.403235294117647
9,0,15,0,5897,134,69,37,1,2,1,15,711.205,0,240,43.681481481481484,44.4503125
5,0,13,0,8437,164,57,35,4,1,1,45,357.525,0,256,51.13333333333333,25.537499999999998
1,0,14,2,2357,38,15,14,3,1,1,30,155.8,0,67,60.43589743589744,10.386666666666667
0,0,7,0,3895,33,199,5,3,1,1,30,953.12,0,237,114.55882352941177,119.14
0,0,7,0,992,12,0,2,2,1,1,25,45.18,1,14,76.3076923076923,5.6475
1,0,31,0,4065,59,0,14,2,1,1,25,185.58,0,73,67.75,5.799375
3,0,30,0,2148,48,344,21,2,1,1,25,1646.82,0,413,43.83673469387755,53.12322580645161
3,0,31,0,3893,54,0,32,1,1,1,15,217.085,0,86,70.78181818181818,6.78390625
0,0,31,0,2088,46,0,30,1,1,1,15,117.37,0,76,44.42553191489362,3.6678125
4,0,31,0,3470,70,17,25,2,1,1,25,235.8,0,112,48.87323943661972,7.36875
0,0,31,0,2055,27,270,15,3,1,1,30,1163.28,0,312,73.39285714285714,36.3525
6,0,30,0,8810,109,129,40,3,1,1,30,872.76,0,278,80.0909090909091,28.153548387096773
0,0,31,0,13468,157,0,41,3,1,1,30,545.0,0,198,85.24050632911393,17.03125
0,0,31,0,4210,71,0,22,3,1,1,30,171.24,0,93,58.47222222222222,5.35125
0,0,31,0,5613,83,0,9,2,1,1,25,256.32,0,92,66.82142857142857,8.01
2,0,31,0,1933,42,0,14,3,1,2,30,79.0,0,56,44.95348837209303,2.46875
18,0,31,1,14835,213,39,29,2,1,1,25,852.66,0,281,69.32242990654206,26.645625
0,0,31,0,2790,15,468,5,3,1,1,30,1984.2,0,488,174.375,62.00625
2,0,30,0,15180,170,135,27,2,1,1,25,1298.25,0,332,88.7719298245614,41.87903225806452
0,0,30,0,6195,74,171,23,3,1,1,30,934.76,0,268,82.6,30.153548387096773
0,0,30,0,570,2,0,8,2,1,2,25,25.74,0,10,190.0,0.8303225806451613
0,0,31,0,405,2,0,5,2,1,2,25,18.315,0,7,135.0,0.57234375
0,0,30,0,7203,115,369,40,2,1,1,25,1989.81,0,524,62.0948275862069,64.18741935483871
0,0,30,0,11160,142,0,44,3,1,1,30,452.08,0,186,78.04195804195804,14.583225806451612
1,0,30,0,6413,63,93,34,2,1,1,25,709.92,0,190,100.203125,22.90064516129032
16,0,26,0,650,35,1,14,2,1,2,25,35.325,1,50,18.055555555555557,1.3083333333333333
14,0,29,6,10130,81,0,39,4,1,1,45,255.275,0,120,123.53658536585365,8.509166666666667
6,0,29,0,5513,86,11,21,2,1,1,25,301.455,1,118,63.367816091954026,10.048499999999999
0,0,27,0,2535,10,0,11,3,1,1,30,101.8,0,21,230.45454545454547,3.6357142857142857
2,0,28,0,2685,29,0,13,2,1,2,25,122.13,1,42,89.5,4.211379310344827
2,0,29,0,1963,32,19,28,3,1,2,30,155.8,1,79,59.484848484848484,5.193333333333333
0,0,29,0,1363,13,0,3,3,1,1,30,55.04,0,16,97.35714285714286,1.8346666666666667
0,0,26,0,6480,85,0,19,4,1,1,45,164.125,0,104,75.34883720930233,6.078703703703703
0,0,29,0,0,0,0,0,3,1,2,30,0.0,1,0,0.0,0.0
0,0,29,0,0,0,0,0,4,1,1,45,0.0,0,0,0.0,0.0
18,0,24,1,15770,226,0,77,2,1,1,25,719.82,0,303,69.47136563876651,28.792800000000003
0,0,27,1,6660,104,256,30,2,2,1,25,1456.38,0,390,63.42857142857143,52.01357142857143
0,0,29,0,3413,70,0,25,2,1,1,25,156.735,0,95,48.070422535211264,5.224500000000001
0,0,28,0,1360,32,23,17,3,1,2,30,147.68,0,72,41.21212121212121,5.092413793103448
0,0,29,0,2475,41,160,20,2,1,1,25,833.22,0,221,58.92857142857143,27.774
0,0,20,0,1010,24,178,8,2,2,1,25,847.53,0,210,40.4,40.35857142857143
0,0,19,0,1263,27,15,65,4,1,1,45,69.75,0,107,45.107142857142854,3.4875
4,0,20,0,395,13,0,4,2,1,2,25,18.36,0,17,28.214285714285715,0.8742857142857142
0,0,19,0,520,4,6,2,4,1,2,45,28.1,0,12,104.0,1.405
3,0,18,0,920,20,4,10,1,1,1,15,73.7,0,34,43.80952380952381,3.878947368421053
0,0,18,0,2920,49,0,20,3,1,1,30,118.76,0,69,58.4,6.250526315789474
0,0,11,0,1390,14,13,11,2,1,1,25,121.68,0,38,92.66666666666667,10.14
9,0,10,0,6087,129,70,39,1,2,1,15,726.88,0,238,46.823076923076925,66.08
5,0,8,0,8627,159,58,37,4,1,1,45,364.65,0,254,53.91875,40.516666666666666
1,0,9,1,2547,33,16,16,3,1,1,30,167.2,0,65,74.91176470588235,16.72
0,0,3,0,4085,28,200,7,2,1,1,25,1085.085,0,235,140.86206896551724,271.27125
0,0,3,0,1182,7,0,4,2,1,1,25,53.505,1,11,147.75,13.37625
5,0,41,0,4065,71,6,16,3,1,1,30,189.44,0,93,56.458333333333336,4.51047619047619
0,0,42,0,13,5,8,3,3,1,2,30,32.72,0,16,2.1666666666666665,0.7609302325581395
7,0,40,0,2148,60,360,23,3,1,1,30,1528.32,0,443,35.21311475409836,37.27609756097561
7,0,41,0,3893,66,2,34,1,1,1,15,228.745,0,102,58.1044776119403,5.446309523809524
0,0,41,0,2088,58,3,32,2,1,1,25,110.07,0,93,35.389830508474574,2.6207142857142856
8,0,41,1,3470,82,33,27,3,1,1,30,274.08,0,142,41.80722891566265,6.525714285714285
1,0,41,0,2055,39,286,17,3,1,1,30,1227.76,0,342,51.375,29.232380952380954
10,0,40,2,8810,121,145,42,3,1,1,30,937.24,0,308,72.21311475409836,22.85951219512195
4,0,41,0,13468,169,1,43,3,1,1,30,549.48,0,213,79.2235294117647,13.082857142857144
4,0,41,1,4210,83,3,24,3,1,1,30,183.72,0,110,50.11904761904762,4.3742857142857146
3,0,41,0,5613,95,8,11,3,1,1,30,260.32,0,114,58.46875,6.198095238095238
6,0,41,0,1933,54,9,16,3,1,2,30,115.48,0,79,35.14545454545455,2.7495238095238097
22,0,41,3,14835,225,55,31,3,1,1,30,822.4,0,311,65.64159292035399,19.58095238095238
1,0,41,1,2790,27,484,7,3,1,1,30,2048.68,0,518,99.64285714285714,48.77809523809523
6,0,40,0,15180,182,151,29,2,1,1,25,1370.79,0,362,82.95081967213115,33.433902439024386
