Complains,Subscription Length,Frequency of use,Seconds of Use,Distinct Called Numbers,Customer_Engagement,Average_Call_Duration,Status,Revenue_Per_Month,Customer Value,Churn
0,31,47,2780,22,236,57.91666666666666,1,27.45984375,878.715,0
0,22,30,1315,10,225,42.41935483870968,1,38.827173913043474,893.025,0
0,21,33,1568,67,122,46.11764705882353,1,4.319318181818182,95.025,0
0,22,19,700,6,27,35.0,2,1.7980434782608694,41.355,0
0,21,4,825,2,19,165.0,2,2.419318181818182,53.225,0
0,20,26,1225,12,49,45.37037037037037,1,5.037857142857143,105.795,0
0,20,55,3225,22,77,57.58928571428572,1,6.247619047619047,131.2,0
0,13,20,1695,13,53,80.71428571428571,1,11.94107142857143,167.175,0
0,12,135,6392,41,253,47.0,1,60.191153846153846,782.485,0
0,10,165,8932,39,269,53.80722891566265,1,35.44772727272727,389.925,0
0,11,39,2852,18,80,71.3,1,17.30333333333333,207.64,0
0,4,34,4390,9,250,125.42857142857144,1,200.992,1004.96,0
0,4,13,1487,6,19,106.21428571428572,1,13.5,67.5,1
0,43,77,4370,18,108,56.02564102564103,1,5.224545454545455,229.88,0
0,44,11,318,5,31,26.5,2,1.6257777777777778,73.16,0
0,42,66,2453,25,458,36.61194029850746,1,36.48279069767442,1568.76,0
0,43,72,4198,36,117,57.50684931506849,1,6.4625,284.35,0
0,43,64,2393,34,108,36.815384615384616,1,3.535568181818182,155.565,0
0,43,88,3775,29,157,42.41573033707865,1,7.1481818181818175,314.52,0
0,43,45,2360,19,357,51.30434782608695,1,18.014204545454547,792.625,0
0,42,127,9115,44,323,71.2109375,1,22.73674418604651,977.68,0
0,43,175,13773,45,228,78.25568181818181,1,13.407272727272726,589.92,0
0,43,89,4515,26,125,50.16666666666666,1,5.094545454545455,224.16,0
0,43,101,5918,13,129,58.01960784313726,1,6.835454545454545,300.76,0
1,43,60,2238,18,94,36.68852459016394,2,3.5436363636363635,155.92,0
0,43,231,15140,33,326,65.25862068965517,1,19.61,862.84,0
0,43,33,3095,9,533,91.02941176470588,1,29.675,1305.7,0
0,42,188,15485,31,377,81.93121693121694,1,32.93686046511628,1416.285,0
0,42,92,6500,27,313,69.89247311827957,1,24.178604651162797,1039.68,0
0,42,20,875,12,40,41.66666666666666,2,1.7738372093023258,76.275,0
0,43,20,710,9,50,33.80952380952381,2,2.5727272727272728,113.2,0
0,42,0,0,0,8,0.0,2,0.8372093023255814,36.0,1
0,42,133,7508,44,569,56.02985074626866,1,43.57302325581396,1873.64,0
0,42,160,11465,48,227,71.2111801242236,1,7.863372093023256,338.125,0
0,42,81,6718,38,235,81.92682926829268,1,19.254767441860466,827.955,0
1,38,53,955,18,95,17.685185185185187,2,3.4953846153846158,136.32,1
0,41,99,10435,43,151,104.35,1,4.083571428571428,171.51,0
0,41,104,5818,25,163,55.40952380952381,1,8.878095238095238,372.88,0
0,39,28,2840,15,51,97.93103448275862,1,3.668,146.72,0
0,40,47,2990,17,81,62.29166666666666,2,4.621463414634146,189.48,1
1,41,50,2268,32,124,44.47058823529412,2,3.879761904761904,162.95,1
0,41,8,133,3,19,14.77777777777778,2,0.8961904761904762,37.64,1
0,41,31,1668,7,46,52.125,1,1.4875,62.475,0
0,38,103,6785,23,148,65.24038461538461,1,3.4953846153846158,136.32,0
0,41,13,628,5,35,44.85714285714285,2,1.3934523809523809,58.525,1
0,41,10,338,3,25,30.727272727272727,1,0.5528571428571428,23.22,0
0,36,244,16075,81,333,65.61224489795919,1,20.82040540540541,770.355,0
0,39,122,6965,34,435,56.6260162601626,1,34.987,1399.48,0
0,41,88,3718,29,127,41.7752808988764,1,4.577142857142857,192.24,0
0,40,50,1665,21,117,32.64705882352941,2,3.850609756097561,157.875,0
0,41,59,2780,24,266,46.333333333333336,1,22.64892857142857,951.255,0
1,32,42,1315,12,255,30.58139534883721,1,26.008484848484848,858.28,1
0,31,45,1568,69,152,34.08695652173913,1,2.53734375,81.195,0
0,32,31,700,8,57,21.875,2,3.067878787878788,101.24,0
0,31,16,825,4,49,48.52941176470589,2,2.92265625,93.525,0
0,30,38,1225,14,79,31.41025641025641,1,5.752741935483871,178.335,0
0,30,67,3225,24,107,47.4264705882353,1,6.312258064516129,195.68,0
0,23,32,1695,15,83,51.36363636363637,1,8.878333333333334,213.08,0
0,22,147,6392,43,283,43.18918918918919,1,30.98934782608696,712.755,0
0,20,177,8932,41,299,50.17977528089887,1,12.292142857142856,258.135,0
0,21,51,2852,20,110,54.84615384615385,1,12.36909090909091,272.12,0
0,14,46,4390,11,280,93.40425531914892,1,71.296,1069.44,0
1,14,25,1487,8,41,57.19230769230769,1,6.165333333333334,92.48,1
0,39,82,5080,17,129,61.20481927710844,1,8.162,326.48,0
0,40,16,1028,4,35,60.47058823529412,2,2.481951219512195,101.76,0
0,38,71,3163,24,462,43.93055555555556,1,40.95794871794872,1597.36,0
0,39,77,4908,35,121,62.92307692307692,1,8.091875,323.675,0
0,39,69,3103,33,112,44.32857142857143,1,4.6935,187.74,0
0,39,93,4485,28,161,47.712765957446805,1,8.578,343.12,0
0,39,50,3070,18,361,60.19607843137255,1,32.42,1296.8,0
0,38,132,9825,43,327,73.87218045112782,1,25.80205128205128,1006.28,0
0,39,180,14483,44,232,80.01657458563535,1,15.463,618.52,0
0,39,94,5225,25,129,55.0,1,6.319,252.76,0
0,39,106,6628,12,133,61.94392523364486,1,8.234,329.36,0
0,39,65,2948,17,98,44.66666666666666,2,4.613,184.52,0
1,39,236,15850,32,330,66.87763713080169,1,22.286,891.44,0
0,39,38,3805,8,537,97.56410256410255,1,52.943,2117.72,0
0,38,193,16195,30,381,83.47938144329896,1,37.14,1448.46,0
0,38,97,7210,26,317,73.57142857142857,1,27.391794871794872,1068.28,0
0,38,25,1585,11,44,60.96153846153846,2,2.7807692307692307,108.45,0
0,39,25,1420,8,54,54.61538461538461,2,3.5450000000000004,141.8,0
0,38,11,710,2,21,59.16666666666666,2,1.755,68.445,1
0,38,138,8218,43,573,59.12230215827338,1,48.77538461538462,1902.24,0
0,38,165,12175,47,231,73.3433734939759,1,9.128205128205128,356.0,0
0,38,86,7428,37,239,85.37931034482759,1,22.054615384615385,860.13,0
1,34,58,1665,17,99,28.220338983050848,2,4.712,164.92,1
0,37,104,11145,42,155,106.14285714285714,1,4.795657894736842,182.235,0
0,37,109,6528,24,167,59.345454545454544,1,11.88592105263158,451.665,0
0,35,33,3550,14,55,104.41176470588236,1,4.87,175.32,0
1,36,52,3700,16,85,69.81132075471699,2,5.894054054054054,218.08,1
1,37,55,2978,31,128,53.17857142857143,2,7.613684210526316,289.32,1
0,37,13,843,2,23,60.21428571428572,2,1.743157894736842,66.24,1
0,37,36,2378,6,50,64.27027027027027,1,2.1144736842105263,80.35,0
0,34,108,7495,22,152,68.76146788990826,1,4.201285714285714,147.045,0
1,37,18,1338,4,39,70.42105263157895,2,2.0105263157894737,76.4,1
0,37,15,1048,2,29,65.5,1,0.8932894736842105,33.945,0
1,32,249,16785,80,337,67.14,1,24.319090909090907,802.53,0
1,35,127,7675,33,439,59.9609375,1,39.66888888888889,1428.08,0
0,37,93,4428,28,131,47.1063829787234,1,5.811578947368421,220.84,0
0,36,55,2375,20,121,42.410714285714285,2,7.6,281.2,0
0,37,64,3490,23,270,53.69230769230769,1,25.879736842105263,983.43,0
0,28,47,2025,11,259,42.1875,1,30.58206896551724,886.88,0
0,27,50,2278,68,156,44.66666666666666,1,5.471428571428571,153.2,0
0,28,36,1410,7,61,38.108108108108105,2,4.477241379310345,129.84,0
0,27,21,1535,3,53,69.77272727272727,2,3.9785714285714286,111.4,0
0,26,43,1935,13,83,43.97727272727273,1,7.796666666666666,210.51,0
0,26,72,3935,23,111,53.9041095890411,1,8.306666666666667,224.28,0
0,19,37,2405,14,87,63.28947368421053,1,13.5945,271.89,0
0,18,152,7102,42,287,46.41830065359477,1,39.20684210526316,744.93,0
0,16,182,9642,40,303,52.68852459016394,1,15.81529411764706,268.86,0
0,17,56,3562,19,114,62.49122807017544,1,16.706666666666667,300.72,0
0,10,51,5100,10,284,98.07692307692308,1,99.82181818181816,1098.04,0
0,10,30,2197,7,45,70.87096774193549,1,11.007272727272728,121.08,1
0,37,60,3660,17,77,60.0,1,4.405263157894737,167.4,0
0,36,49,1743,24,407,34.86,1,42.80108108108109,1583.64,0
0,37,55,3488,35,90,62.285714285714285,1,5.128026315789474,194.865,0
0,37,47,1683,33,80,35.0625,1,2.503947368421053,95.15,0
0,37,71,3065,28,106,42.56944444444444,1,4.037894736842105,153.44,0
0,37,28,1650,18,306,56.89655172413793,1,29.13473684210526,1107.12,0
0,36,110,8405,43,272,75.72072072072072,1,22.07027027027027,816.6,0
0,37,158,13063,44,202,82.15723270440252,1,13.91684210526316,528.84,0
0,37,72,3805,25,97,52.12328767123287,1,4.081052631578948,155.08,0
0,37,84,5208,12,96,61.27058823529412,1,6.266842105263158,238.14,0
0,37,43,1528,17,60,34.72727272727273,2,1.653684210526316,62.84,0
0,37,214,14430,32,275,67.11627906976744,1,18.46736842105263,701.76,0
0,37,16,2385,8,482,140.2941176470588,1,50.7378947368421,1928.04,0
0,36,171,14775,30,326,85.90116279069767,1,33.380270270270266,1235.07,0
0,36,75,5790,26,262,76.1842105263158,1,23.745945945945948,878.6,0
0,36,3,165,11,14,41.25,2,0.2043243243243243,7.56,0
0,37,0,0,0,0,0.0,2,0.0,0.0,0
0,36,0,0,0,0,0.0,2,0.0,0.0,1
0,36,116,6798,43,518,58.1025641025641,1,52.07108108108108,1926.63,0
0,36,143,10755,47,190,74.6875,1,11.78162162162162,435.92,0
0,36,64,6008,37,184,92.43076923076924,1,17.47945945945946,646.74,0
0,32,36,245,17,53,6.621621621621622,2,0.3831818181818182,12.645,1
0,35,82,9725,42,124,117.1686746987952,1,6.810416666666667,245.175,0
0,35,87,5108,24,112,58.04545454545455,1,6.61875,238.275,1
0,33,11,2130,14,25,177.5,1,2.518823529411765,85.64,0
1,34,30,2280,16,46,73.54838709677419,2,2.97,103.95,1
0,35,33,1558,31,73,45.8235294117647,2,2.767777777777778,99.64,1
0,35,0,0,0,0,0.0,2,0.0,0.0,1
0,35,14,958,6,20,63.86666666666667,1,1.08,38.88,0
0,32,86,6075,22,108,69.82758620689656,1,4.667424242424243,154.025,0
0,35,0,0,0,0,0.0,2,0.0,0.0,1
0,35,0,0,0,0,0.0,1,0.0,0.0,0
0,30,227,15365,80,307,67.39035087719299,1,22.633548387096774,701.64,0
0,33,105,6255,33,384,59.00943396226416,1,40.976470588235294,1393.2,0
0,35,71,3008,28,99,41.77777777777778,1,3.84875,138.555,0
0,34,33,955,20,66,28.08823529411765,2,2.6148571428571428,91.52,0
0,35,42,2070,23,215,48.13953488372093,1,21.39,770.04,0
0,26,25,605,11,204,23.26923076923077,1,29.05,784.35,0
0,25,28,858,68,101,29.58620689655172,1,1.3326923076923076,34.65,0
0,26,0,0,0,0,0.0,2,0.0,0.0,0
0,25,0,0,0,0,0.0,2,0.0,0.0,0
0,24,21,515,13,34,23.40909090909091,1,0.9648,24.12,0
0,24,50,2515,23,73,49.31372549019608,1,4.104,102.6,0
0,17,15,985,14,32,61.5625,1,3.25,58.5,0
0,16,130,5682,42,232,43.37404580152672,1,38.215294117647055,649.66,0
0,14,160,8222,40,248,51.06832298136646,1,21.97,329.55,0
0,15,34,2142,19,59,61.2,1,6.94,111.04,0
0,8,29,3680,10,229,122.66666666666669,1,100.92888888888888,908.36,0
0,8,8,777,7,15,86.33333333333333,1,3.488888888888889,31.4,1
1,38,54,2238,17,79,40.69090909090909,2,3.171282051282052,123.68,0
0,37,14,875,11,25,58.333333333333336,2,1.052763157894737,40.005,0
0,33,47,955,17,80,19.89583333333333,2,3.4438235294117647,117.09,1
1,36,93,10435,42,136,111.01063829787236,1,4.308648648648648,159.42,0
0,36,98,5818,24,148,58.76767676767677,1,10.3572972972973,383.22,1
1,35,41,2990,16,66,71.19047619047619,2,4.367777777777778,157.24,1
0,36,44,2268,31,109,50.4,2,6.175135135135135,228.48,1
0,36,7,628,4,20,78.5,2,1.037162162162162,38.375,1
0,31,238,16075,80,318,67.25941422594143,1,22.94015625,734.085,0
1,27,36,1315,11,240,35.54054054054054,1,33.18910714285714,929.295,1
0,26,10,825,3,34,75.0,2,2.717592592592593,73.375,0
0,17,141,6392,42,268,45.014084507042256,1,37.5825,676.485,0
0,15,171,8932,40,284,51.93023255813954,1,25.6296875,410.075,0
0,16,45,2852,19,95,62.0,1,14.110588235294117,239.88,0
0,9,19,1487,7,26,74.35,1,6.024,60.24,1
0,36,93,10435,42,136,111.01063829787236,1,4.308648648648648,159.42,0
1,31,238,16075,80,318,67.25941422594143,1,22.94015625,734.085,0
1,9,19,1487,7,26,74.35,1,6.024,60.24,1
0,36,65,4065,15,80,61.59090909090909,1,5.022972972972973,185.85,0
0,35,54,2148,22,428,39.054545454545455,1,46.7525,1683.09,0
0,36,60,3893,33,93,63.81967213114754,1,5.876081081081081,217.415,0
0,36,52,2088,31,83,39.39622641509434,1,3.181081081081081,117.7,0
0,36,76,3470,26,127,45.06493506493506,1,7.353243243243243,272.07,0
0,36,33,2055,16,327,60.44117647058823,1,32.31135135135135,1195.52,0
0,35,115,8810,41,293,75.94827586206897,1,25.13888888888889,905.0,0
0,36,163,13468,42,205,82.1219512195122,1,14.736216216216215,545.24,0
0,36,77,4210,23,100,53.97435897435897,1,4.634594594594594,171.48,0
0,36,89,5613,10,99,62.36666666666667,1,6.934864864864864,256.59,0
0,36,48,1933,15,64,39.44897959183673,2,2.2497297297297294,83.24,0
0,36,219,14835,30,296,67.43181818181819,1,21.355675675675677,790.16,0
0,36,21,2790,6,503,126.8181818181818,1,54.498378378378376,2016.44,0
0,35,176,15180,28,347,85.76271186440678,1,37.07,1334.52,0
0,35,80,6195,24,283,76.48148148148148,1,26.86111111111111,967.0,0
0,35,8,570,9,17,63.333333333333336,2,0.7225,26.01,0
0,36,8,405,6,20,45.0,2,1.232027027027027,45.585,0
0,35,121,7203,41,539,59.040983606557376,1,56.28,2026.08,0
0,35,148,11160,45,197,74.8993288590604,1,13.008888888888889,468.32,0
0,35,69,6413,35,205,91.61428571428571,1,20.727500000000003,746.19,0
0,31,41,650,15,65,15.476190476190476,2,2.23734375,71.595,1
0,34,87,10130,40,127,115.11363636363636,1,7.297857142857143,255.425,0
1,34,92,5513,22,133,59.27956989247312,1,9.649285714285716,337.725,1
0,32,16,2535,12,28,149.11764705882354,1,3.0921212121212123,102.04,0
0,33,35,2685,14,51,74.58333333333333,2,3.864705882352941,131.4,1
0,34,38,1963,29,94,50.333333333333336,2,5.372571428571429,188.04,1
0,34,19,1363,4,23,68.15,1,1.5794285714285714,55.28,0
0,31,91,6480,20,118,70.43478260869566,1,5.68046875,181.775,0
0,34,1,323,2,5,161.5,2,0.3742857142857143,13.1,1
0,29,232,15770,78,310,67.6824034334764,1,24.003,720.09,0
0,32,110,6660,31,405,60.0,1,45.23181818181818,1492.65,0
0,34,76,3413,26,102,44.324675324675326,1,4.485857142857142,157.005,0
0,33,38,1360,18,87,34.87179487179487,2,5.291764705882352,179.92,0
0,34,47,2475,21,236,51.5625,1,24.84257142857143,869.49,0
1,25,30,1010,9,225,32.58064516129032,1,33.99230769230769,883.8,1
0,24,33,1263,66,122,37.14705882352941,1,3.596,89.9,0
0,25,19,395,5,27,19.75,2,1.235769230769231,32.13,0
0,24,4,520,1,19,104.0,2,1.924,48.1,0
0,23,26,920,11,49,34.07407407407408,1,4.02375,96.57,0
0,23,55,2920,21,77,52.142857142857146,1,5.125,123.0,0
0,16,20,1390,12,53,66.19047619047619,1,9.291176470588235,157.95,0
0,15,135,6088,40,253,44.76470588235294,1,48.2040625,771.265,0
0,13,165,8628,38,269,51.97590361445784,1,27.4875,384.825,0
0,14,39,2548,17,80,63.7,1,13.298666666666666,199.48,0
0,7,34,4085,8,250,116.71428571428572,1,124.595,996.76,0
1,7,13,1183,5,18,84.5,2,6.7275,53.82,1
0,38,68,4125,17,88,59.78260869565217,1,5.184230769230769,202.185,0
0,39,2,73,4,11,24.33333333333333,1,0.646875,25.875,0
0,37,57,2208,24,438,38.06896551724138,1,44.95855263157895,1708.425,0
0,38,63,3953,35,98,61.765625,1,5.663589743589744,220.88,0
0,38,55,2148,33,88,38.35714285714285,1,3.106794871794872,121.165,0
0,38,79,3530,28,137,44.125,1,6.7784615384615385,264.36,0
0,38,36,2115,18,337,57.16216216216216,1,31.23179487179487,1218.04,0
0,37,118,8870,43,303,74.53781512605042,1,24.408421052631574,927.52,0
0,38,166,13528,44,210,81.0059880239521,1,14.045128205128204,547.76,0
0,38,80,4270,25,105,52.71604938271605,1,4.461538461538462,174.0,0
0,38,92,5673,12,109,61.0,1,7.228846153846154,281.925,0
0,38,51,1993,17,74,38.32692307692308,1,2.711794871794872,105.76,0
0,38,222,14895,32,306,66.79372197309416,1,20.83794871794872,812.68,0
0,38,24,2850,8,513,114.0,1,52.28102564102564,2038.96,0
0,37,179,15240,30,357,84.66666666666667,1,35.78565789473684,1359.855,0
0,37,83,6255,26,293,74.46428571428571,1,26.04,989.52,0
0,37,11,630,11,22,52.5,1,0.7590789473684211,28.845,0
0,38,11,465,8,30,38.75,1,1.8184615384615384,70.92,0
0,37,0,0,0,0,0.0,1,0.0,0.0,1
0,37,124,7263,43,549,58.104,1,53.984605263157896,2051.415,0
0,37,151,11220,47,207,73.8157894736842,1,12.916842105263155,490.84,0
0,37,72,6473,37,215,88.67123287671232,1,20.30328947368421,771.525,0
1,33,44,710,17,75,15.77777777777778,1,2.8508823529411766,96.93,1
0,36,90,10190,42,132,111.97802197802196,1,6.945945945945946,257.0,0
1,36,95,5573,24,143,58.052083333333336,1,9.812432432432432,363.06,1
0,34,19,2595,14,33,129.75,1,2.9874285714285715,104.56,0
0,35,38,2745,16,61,70.38461538461539,1,3.87,139.32,1
1,36,41,2023,31,104,48.16666666666666,1,5.690810810810811,210.56,1
0,36,0,0,0,0,0.0,1,0.0,0.0,1
0,36,22,1423,6,28,61.869565217391305,1,1.5621621621621622,57.8,0
0,33,94,6540,22,128,68.84210526315789,1,5.760294117647058,195.85,0
0,36,4,383,4,15,76.6,1,0.7344594594594595,27.175,1
0,36,1,93,2,5,46.5,1,0.1191891891891891,4.41,0
0,31,235,15830,80,315,67.07627118644068,1,22.59140625,722.925,0
0,34,113,6720,33,415,58.94736842105263,1,43.371,1517.985,0
0,36,79,3473,28,107,43.4125,1,4.32,159.84,0
0,35,41,1420,20,97,33.80952380952381,1,5.623333333333333,202.44,0
0,36,50,2535,23,246,49.70588235294117,1,24.18445945945946,894.825,0
1,27,33,1070,11,235,31.47058823529412,1,32.46910714285714,909.135,0
0,26,36,1323,68,132,35.75675675675676,1,3.850925925925926,103.975,0
0,27,22,455,7,37,19.782608695652176,1,2.0523214285714286,57.465,0
0,26,7,580,3,29,72.5,1,2.3027777777777776,62.175,0
0,25,29,980,13,59,32.666666666666664,1,4.688653846153846,121.905,0
0,25,58,2980,23,87,50.50847457627118,1,5.596923076923077,145.52,0
0,18,23,1450,14,63,60.41666666666666,1,9.64657894736842,183.285,0
1,17,138,6148,42,263,44.23021582733813,1,44.568333333333335,802.23,0
0,15,168,8688,40,279,51.40828402366864,1,24.93125,398.9,0
0,16,42,2608,19,90,60.65116279069768,1,13.058823529411764,222.0,0
0,9,37,4145,10,260,109.07894736842104,1,101.928,1019.28,0
1,9,16,1243,7,23,73.11764705882354,1,5.036,50.36,1
0,34,62,4005,13,75,63.57142857142857,1,5.228999999999999,183.015,0
0,33,51,2088,20,418,40.15384615384615,1,48.7575,1657.755,0
0,34,57,3833,31,88,66.08620689655173,1,5.001428571428572,175.05,0
0,34,49,2028,29,78,40.56,1,3.263857142857143,114.235,0
0,34,73,3410,24,117,46.08108108108108,1,7.049571428571429,246.735,0
0,34,30,1995,14,317,64.35483870967742,1,33.51428571428571,1173.0,0
0,33,112,8750,39,283,77.43362831858407,1,25.95529411764706,882.48,0
0,34,160,13408,40,200,83.27950310559007,1,15.506285714285715,542.72,0
0,34,74,4150,21,95,55.333333333333336,1,4.827428571428571,168.96,0
0,34,86,5553,8,94,63.82758620689656,1,7.2501428571428574,253.755,0
0,34,45,1873,13,58,40.71739130434783,2,2.192,76.72,0
0,34,216,14775,28,286,68.08755760368663,1,24.674142857142854,863.595,0
0,34,18,2730,4,493,143.68421052631578,1,56.969142857142856,1993.92,0
0,33,173,15120,26,337,86.89655172413794,1,38.50544117647058,1309.185,0
0,33,77,6135,22,273,78.65384615384616,1,27.778823529411767,944.48,0
0,33,5,510,7,12,85.0,2,0.6816176470588236,23.175,0
0,34,5,345,4,10,57.5,2,0.5785714285714286,20.25,0
0,33,118,7143,39,529,60.02521008403362,1,58.84544117647059,2000.745,0
0,33,145,11100,43,188,76.02739726027397,1,13.229411764705883,449.8,0
0,33,66,6353,33,195,94.82089552238806,1,21.201617647058825,720.855,0
0,29,38,590,13,55,15.128205128205128,2,1.542,46.26,1
0,32,84,10070,38,122,118.47058823529412,1,7.692424242424242,253.85,0
1,32,89,5453,20,123,60.58888888888889,1,9.466363636363637,312.39,1
0,30,13,2475,10,23,176.78571428571428,1,3.210322580645161,99.52,0
1,31,32,2625,12,44,79.54545454545455,2,3.73640625,119.565,1
0,32,35,1903,27,84,52.86111111111112,2,5.015757575757576,165.52,1
1,32,0,0,0,0,0.0,2,0.0,0.0,1
0,32,16,1303,2,18,76.6470588235294,1,1.5987878787878786,52.76,0
0,29,88,6420,18,108,72.13483146067416,1,5.59,167.7,0
0,32,1,263,1,2,131.5,2,0.32,10.56,1
0,32,0,0,0,0,0.0,1,0.0,0.0,0
0,27,229,15710,76,305,68.30434782608695,1,25.61625,717.255,0
0,30,107,6600,29,395,61.11111111111112,1,47.332741935483874,1467.315,0
0,32,73,3353,24,97,45.310810810810814,1,4.671818181818182,154.17,0
0,31,35,1300,16,77,36.11111111111112,2,4.91875,157.4,0
0,32,44,2415,19,226,53.66666666666666,1,25.580454545454543,844.155,0
0,23,27,950,7,215,33.92857142857143,1,35.769375000000004,858.465,0
0,22,30,1203,64,112,38.80645161290322,1,3.2967391304347826,75.825,0
0,23,16,335,3,19,19.705882352941178,2,0.658125,15.795,0
0,22,0,0,0,9,0.0,2,0.9782608695652174,22.5,0
0,21,23,860,9,39,35.833333333333336,1,3.2379545454545453,71.235,0
0,21,52,2860,19,71,53.9622641509434,1,5.294545454545455,116.48,0
0,14,17,1330,10,43,73.88888888888889,1,8.841000000000001,132.615,0
0,13,132,6028,38,243,45.32330827067669,1,52.87857142857143,740.3,0
0,11,162,8568,36,259,52.56441717791411,1,30.89583333333333,370.75,0
0,12,36,2488,15,70,67.24324324324324,1,13.612307692307692,176.96,0
0,5,31,4025,6,240,125.78125,1,162.3733333333333,974.24,0
1,5,10,1123,3,13,102.0909090909091,2,8.4975,50.985,1
0,40,67,4145,19,94,60.95588235294117,1,5.500975609756098,225.54,0
0,41,1,93,6,17,46.5,2,1.1721428571428572,49.23,0
0,39,56,2228,26,444,39.08771929824562,1,43.2945,1731.78,0
0,40,62,3973,37,103,63.06349206349206,1,4.867682926829268,199.575,0
0,40,54,2168,35,94,39.41818181818182,1,3.6514634146341463,149.71,0
0,40,78,3550,30,143,44.936708860759495,1,6.954146341463415,285.12,0
0,40,35,2135,20,343,59.30555555555556,1,30.214634146341464,1238.8,0
0,39,117,8890,45,309,75.33898305084746,1,23.707,948.28,0
0,40,165,13548,46,214,81.6144578313253,1,13.67121951219512,560.52,0
0,40,79,4290,27,111,53.625,1,4.750243902439024,194.76,0
0,40,91,5693,14,115,61.880434782608695,1,7.445853658536585,305.28,0
0,40,50,2013,19,80,39.47058823529412,2,3.085853658536585,126.52,0
0,40,221,14915,34,312,67.18468468468468,1,20.32780487804878,833.44,0
0,40,23,2870,10,519,119.58333333333331,1,50.237073170731705,2059.72,0
0,39,178,15260,32,363,85.25139664804469,1,34.58025,1383.21,0
0,39,82,6275,28,299,75.60240963855422,1,25.257,1010.28,0
0,39,10,650,13,26,59.09090909090909,2,1.08,43.2,0
0,40,10,485,10,36,44.09090909090909,2,2.299390243902439,94.275,0
0,39,0,0,0,3,0.0,2,0.3375,13.5,1
0,39,123,7283,45,555,58.733870967741936,1,51.86925,2074.77,0
0,39,150,11240,49,213,74.43708609271523,1,12.79,511.6,0
0,39,71,6493,39,221,90.18055555555556,1,19.872,794.88,0
0,35,43,730,19,81,16.59090909090909,2,3.34125,120.285,1
0,38,89,10210,44,137,113.44444444444444,1,6.858333333333334,267.475,0
0,38,94,5593,26,149,58.87368421052632,1,9.908076923076925,386.415,1
0,36,18,2615,16,37,137.6315789473684,1,3.170810810810811,117.32,0
1,37,37,2765,18,67,72.76315789473684,2,4.73921052631579,180.09,1
0,38,40,2043,33,110,49.829268292682926,2,5.931282051282051,231.32,1
0,38,0,0,0,3,0.0,2,0.3076923076923077,12.0,1
0,38,21,1443,8,32,65.5909090909091,1,1.8092307692307688,70.56,0
0,35,93,6560,24,134,69.7872340425532,1,5.800694444444444,208.825,0
1,38,3,403,6,21,100.75,2,1.0294871794871794,40.15,1
0,38,0,0,0,7,0.0,1,0.2692307692307692,10.5,0
0,33,234,15850,82,319,67.44680851063829,1,21.68470588235294,737.28,0
0,36,112,6740,35,421,59.64601769911504,1,41.65783783783784,1541.34,0
0,38,78,3493,30,113,44.21518987341772,1,4.697307692307692,183.195,0
0,37,40,1440,22,103,35.1219512195122,2,5.873684210526315,223.2,0
0,38,49,2555,25,252,51.1,1,23.54307692307692,918.18,0
0,29,32,1090,13,241,33.03030303030303,1,31.083,932.49,0
0,28,35,1343,70,138,37.30555555555556,1,4.032758620689656,116.95,0
0,29,21,475,9,43,21.59090909090909,2,2.694,80.82,0
0,28,6,600,5,35,85.71428571428571,2,2.591379310344828,75.15,0
0,27,28,1000,15,65,34.48275862068966,1,5.187857142857142,145.26,0
0,27,57,3000,25,93,51.72413793103448,1,5.938571428571429,166.28,0
0,20,22,1470,16,69,63.91304347826087,1,9.84,206.64,0
0,19,137,6168,44,269,44.69565217391305,1,41.53875,830.775,0
0,17,167,8708,42,285,51.833333333333336,1,22.881944444444443,411.875,0
0,18,41,2628,21,96,62.57142857142857,1,12.776842105263157,242.76,0
0,11,36,4165,12,266,112.56756756756756,1,86.67,1040.04,0
1,11,15,1263,9,27,78.9375,1,5.26,63.12,1
0,32,63,3985,11,74,62.265625,1,5.52,182.16,0
0,31,52,2068,18,412,39.0188679245283,1,51.075,1634.4,0
0,32,58,3813,29,87,64.62711864406779,1,6.451666666666667,212.905,0
0,32,50,2008,27,77,39.372549019607845,1,3.43,113.19,0
0,32,74,3390,22,111,45.2,1,6.769090909090909,223.38,0
0,32,31,1975,12,311,61.71875,1,34.916363636363634,1152.24,0
0,31,113,8730,37,277,76.57894736842105,1,26.92875,861.72,0
0,32,161,13388,38,199,82.64197530864197,1,16.423030303030306,541.96,0
0,32,75,4130,19,94,54.3421052631579,1,5.096969696969697,168.2,0
0,32,87,5533,6,93,62.875,1,7.663636363636364,252.9,0
0,32,46,1853,11,57,39.42553191489362,2,2.3018181818181818,75.96,0
0,32,217,14755,26,280,67.68348623853211,1,22.632727272727276,746.88,0
0,32,19,2710,2,487,135.5,1,59.79272727272728,1973.16,0
0,31,174,15100,24,331,86.28571428571429,1,40.1821875,1285.83,0
0,31,78,6115,20,267,77.40506329113924,1,28.86625,923.72,0
0,31,6,490,5,11,70.0,2,0.6975,22.32,0
0,32,6,325,2,8,46.42857142857143,2,0.4513636363636363,14.895,0
0,31,119,7123,37,523,59.35833333333333,1,61.7934375,1977.39,0
0,31,146,11080,41,187,75.37414965986395,1,14.0325,449.04,0
0,31,67,6333,31,189,93.13235294117646,1,21.796875,697.5,0
